Name,Level,School,Casting Time,Ritual,Duration,Concentration,Range (feet),Area (feet),Area Type,Attack/ Save,Damage/Effect,V,S,M,Materials,Consumed,Spell Tags,Bard,Cleric,Druid,Paladin,Ranger,Sorcerer,Warlock,Wizard,Source,Details,Link,
Glyph of Warding,3,Abjuration,1 Hour,FALSE,Until Dispelled or Triggered,FALSE,Touch,,,Dexterity,Acid,TRUE,TRUE,TRUE,Powdered diamnd worth 200+ GP,TRUE,"Damage, Control, Warding",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,PHB 2024,"You inscribe a glyph that later unleashes a magical effect. You inscribe it either on a surface (such as a table or a section of floor) or within an object that can be closed (such as a book or chest) to conceal the glyph. The glyph can cover an area no larger than 10 feet in diameter. If the surface or object is moved more than 10 feet from where you cast this spell, the glyph is broken, and the spell ends without being triggered. The glyph is nearly imperceptible and requires a successful Wisdom (Perception) check against your spell save DC to notice. When you inscribe the glyph, you set its trigger and choose whether it’s an explosive rune or a spell glyph, as explained below. Set the Trigger. You decide what triggers the glyph when you cast the spell. For glyphs inscribed on a surface, common triggers include touching or stepping on the glyph, removing another object covering it, or approaching within a certain distance of it. For glyphs inscribed within an object, common triggers include opening that object or seeing the glyph. Once a glyph is triggered, this spell ends. You can refine the trigger so that only creatures of certain types activate it (for example, the glyph could be set to affect Aberrations). You can also set conditions for creatures that don’t trigger the glyph, such as those who say a certain password. Explosive Rune. When triggered, the glyph erupts with magical energy in a 20-foot-radius Sphere centered on the glyph. Each creature in the area makes a Dexterity saving throw. A creature takes 5d8 Acid, Cold, Fire, Lightning, or Thunder damage (your choice when you create the glyph) on a failed save or half as much damage on a successful one. Spell Glyph. You can store a prepared spell of level 3 or lower in the glyph by casting it as part of creating the glyph. The spell must target a single creature or an area. The spell being stored has no immediate effect when cast in this way. When the glyph is triggered, the stored spell takes effect. If the spell has a target, it targets the creature that triggered the glyph. If the spell affects an area, the area is centered on that creature. If the spell summons Hostile creatures or creates harmful objects or traps, they appear as close as possible to the intruder and attack it. If the spell requires Concentration, it lasts until the end of its full duration. Using a Higher-Level Spell Slot. The damage of an explosive rune increases by 1d8 for each spell slot level above 3. If you create a spell glyph, you can store any spell of up to the same level as the spell slot you use for the Glyph of Warding.",https://www.dndbeyond.com/spells/2618951-glyph-of-warding,
Goodberry,1,Conjuration,1 Action,FALSE,24 Hours,FALSE,Self,,,,Healing,TRUE,TRUE,TRUE,Sprig of mistletoe,FALSE,Healing,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,PHB 2024,"Ten berries appear in your hand and are infused with magic for the duration. A creature can take a Bonus Action to eat one berry. Eating a berry restores 1 Hit Point, and the berry provides enough nourishment to sustain a creature for one day. Uneaten berries disappear when the spell ends.",https://www.dndbeyond.com/spells/2618952-goodberry,
Grasping Vine,4,Conjuration,1 Bonus Action,FALSE,1 Minute,TRUE,60,,,Melee,Bludgeoning,TRUE,TRUE,FALSE,,FALSE,Control,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,PHB 2024,"You conjure a vine that sprouts from a surface in an unoccupied space that you can see within range. The vine lasts for the duration. Make a melee spell attack against a creature within 30 feet of the vine. On a hit, the target takes 4d8 Bludgeoning damage and is pulled up to 30 feet toward the vine; if the target is Huge or smaller, it has the Grappled condition (escape DC equal to your spell save DC). The vine can grapple only one creature at a time, and you can cause the vine to release a Grappled creature (no action required). As a Bonus Action on your later turns, you can repeat the attack against a creature within 30 feet of the vine. Using a Higher-Level Spell Slot. The number of creatures the vine can grapple increases by one for each spell slot level above 4.",https://www.dndbeyond.com/spells/2618955-grasping-vine,
Grease,1,Conjuration,1 Action,FALSE,1 Minute,FALSE,60,10,Square,Dexterity,Prone,TRUE,TRUE,TRUE,Bit of pork rind or butter,FALSE,Control,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PHB 2024,"Nonflammable grease covers the ground in a 10-foot square centered on a point within range and turns it into Difficult Terrain for the duration. When the grease appears, each creature standing in its area must succeed on a Dexterity saving throw or have the Prone condition. A creature that enters the area or ends its turn there must also succeed on that save or fall Prone.",https://www.dndbeyond.com/spells/2618957-grease,
Greater Invisibility,4,Illusion,1 Action,FALSE,1 Minute,TRUE,Touch,,,,Invisible,TRUE,TRUE,FALSE,,FALSE,Buff,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PHB 2024,A creature you touch has the Invisible condition until the spell ends.,https://www.dndbeyond.com/spells/2618958-greater-invisibility,
Greater Restoration,5,Abjuration,1 Action,FALSE,Instantaneous,FALSE,Touch,,,,Exhaustion,TRUE,TRUE,TRUE,Diamond dust worth 100+ GP,TRUE,Healing,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,PHB 2024,"A Large spectral guardian appears and hovers for the duration in an unoccupied space that you can see within range. The guardian occupies that space and is invulnerable, and it appears in a form appropriate for your deity or pantheon. Any enemy that moves to a space within 10 feet of the guardian for the first time on a turn or starts its turn there makes a Dexterity saving throw, taking 20 Radiant damage on a failed save or half as much damage on a successful one. The guardian vanishes when it has dealt a total of 60 damage.",https://www.dndbeyond.com/spells/2619135-guardian-of-faith,
Guards and Wards,6,Abjuration,1 Hour,FALSE,24 Hours,FALSE,Touch,2500,Square,,Control,TRUE,TRUE,TRUE,Silver rod worth 10+ GP,FALSE,"Control, Warding",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,PHB 2024,"You create a ward that protects up to 2,500 square feet of floor space. The warded area can be up to 20 feet tall, and you shape it as one 50-foot square, one hundred 5-foot squares that are contiguous, or twenty-five 10-foot squares that are contiguous. When you cast this spell, you can specify individuals that are unaffected by the spell’s effects. You can also specify a password that, when spoken aloud within 5 feet of the warded area, makes the speaker immune to its effects. The spell creates the effects below within the warded area. Dispel Magic has no effect on Guards and Wards itself, but each of the following effects can be dispelled. If all four are dispelled, Guards and Wards ends. If you cast the spell every day for 365 days on the same area, the spell thereafter lasts until all its effects are dispelled. Corridors. Fog fills all the warded corridors, making them Heavily Obscured. In addition, at each intersection or branching passage offering a choice of direction, there is a 50 percent chance that a creature other than you believes it is going in the opposite direction from the one it chooses. Doors. All doors in the warded area are magically locked, as if sealed by the Arcane Lock spell. In addition, you can cover up to ten doors with an illusion to make them appear as plain sections of wall. Stairs. Webs fill all stairs in the warded area from top to bottom, as in the Web spell. These strands regrow in 10 minutes if they are destroyed while Guards and Wards lasts. Other Spell Effect. Place one of the following magical effects within the warded area: Dancing Lights in four corridors, with a simple program that the lights repeat as long as Guards and Wards lasts, Magic Mouth in two locations, Stinking Cloud in two locations (the vapors return within 10 minutes if dispersed while Guards and Wards lasts), Gust of Wind in one corridor or room (the wind blows continuously while the spell lasts), Suggestion in one 5-foot square; any creature that enters that square receives the suggestion mentally",https://www.dndbeyond.com/spells/2618968-guards-and-wards,
Guidance,Cantrip,Divination,1 Action,FALSE,1 Minute,TRUE,Touch,,,,Buff,TRUE,TRUE,FALSE,,FALSE,Buff,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,"You touch a willing creature and choose a skill. Until the spell ends, the creature adds 1d4 to any ability check using the chosen skill.",https://www.dndbeyond.com/spells/2618971-guidance,
Guiding Bolt,1,Evocation,1 Action,FALSE,1 Round,FALSE,120,,,Ranged,Radiant,TRUE,TRUE,FALSE,,FALSE,"Damage, Buff",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,"You hurl a bolt of light toward a creature within range. Make a ranged spell attack against the target. On a hit, it takes 4d6 Radiant damage, and the next attack roll made against it before the end of your next turn has Advantage. Using a Higher-Level Spell Slot. The damage increases by 1d6 for each spell slot level above 1.",https://www.dndbeyond.com/spells/2619136-guiding-bolt,
Gust of Wind,2,Evocation,1 Action,FALSE,1 Minute,TRUE,Self,,,Strength,Control,TRUE,TRUE,TRUE,Legume seed,FALSE,Control,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,PHB 2024,"A Line of strong wind 60 feet long and 10 feet wide blasts from you in a direction you choose for the duration. Each creature in the Line must succeed on a Strength saving throw or be pushed 15 feet away from you in a direction following the Line. A creature that ends its turn in the Line must make the same save. Any creature in the Line must spend 2 feet of movement for every 1 foot it moves when moving closer to you. The gust disperses gas or vapor, and it extinguishes candles and similar unprotected flames in the area. It causes protected flames, such as those of lanterns, to dance wildly and has a 50 percent chance to extinguish them. As a Bonus Action on your later turns, you can change the direction in which the Line blasts from you.",https://www.dndbeyond.com/spells/2619137-gust-of-wind,
Hail of Thorns,1,Conjuration,1 Bonus Action,FALSE,Instantaneous,FALSE,Self,,,Dexterity,Piercing,TRUE,FALSE,FALSE,,FALSE,Damage,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,PHB 2024,"As you hit the creature, this spell creates a rain of thorns that sprouts from your Ranged weapon or ammunition. The target of the attack and each creature within 5 feet of it make a Dexterity saving throw, taking 1d10 Piercing damage on a failed save or half as much damage on a successful one. Using a Higher-Level Spell Slot. The damage increases by 1d10 for each spell slot level above 1. * - which you take immediately after hitting a creature with a Ranged weapon",https://www.dndbeyond.com/spells/2618975-hail-of-thorns,
Hallow,5,Abjuration,24 Hours,FALSE,Until Dispelled,FALSE,Touch,,,,Buff,TRUE,TRUE,TRUE,"Incense worth 1,000 GP",TRUE,"Control, Buff, Debuff, Environment",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,"You touch a point and infuse an area around it with holy or unholy power. The area can have a radius up to 60 feet, and the spell fails if the radius includes an area already under the effect of Hallow. The affected area has the following effects. Hallowed Ward. Choose any of these creature types: Aberration, Celestial, Elemental, Fey, Fiend, or Undead. Creatures of the chosen types can’t willingly enter the area, and any creature that is possessed by or that has the Charmed or Frightened condition from such creatures isn’t possessed, Charmed, or Frightened by them while in the area. Extra Effect. You bind an extra effect to the area from the list below: Courage. Creatures of any types you choose can’t gain the Frightened condition while in the area. Darkness. Darkness fills the area. Normal light, as well as magical light created by spells of a level lower than this spell, can’t illuminate the area. Daylight. Bright light fills the area. Magical Darkness created by spells of a level lower than this spell can’t extinguish the light. Peaceful Rest. Dead bodies interred in the area can’t be turned into Undead. Extradimensional Interference. Creatures of any types you choose can’t enter or exit the area using teleportation or interplanar travel. Fear. Creatures of any types you choose have the Frightened condition while in the area. Resistance. Creatures of any types you choose have Resistance to one damage type of your choice while in the area. Silence. No sound can emanate from within the area, and no sound can reach into it. Tongues. Creatures of any types you choose can communicate with any other creature in the area even if they don’t share a common language. Vulnerability. Creatures of any types you choose have Vulnerability to one damage type of your choice while in the area.",https://www.dndbeyond.com/spells/2619138-hallow,
Hallucinatory Terrain,4,Illusion,10 Minutes,FALSE,24 Hours,FALSE,300,150,Cube,,Control,TRUE,TRUE,TRUE,Mushroom,FALSE,Control,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,PHB 2024,"You make natural terrain in a 150-foot Cube in range look, sound, and smell like another sort of natural terrain. Thus, open fields or a road can be made to resemble a swamp, hill, crevasse, or some other difficult or impassable terrain. A pond can be made to seem like a grassy meadow, a precipice like a gentle slope, or a rock-strewn gully like a wide and smooth road. Manufactured structures, equipment, and creatures within the area aren’t changed. The tactile characteristics of the terrain are unchanged, so creatures entering the area are likely to notice the illusion. If the difference isn’t obvious by touch, a creature examining the illusion can take the Study action to make an Intelligence (Investigation) check against your spell save DC to disbelieve it. If a creature discerns that the terrain is illusory, the creature sees a vague image superimposed on the real terrain.",https://www.dndbeyond.com/spells/2619139-hallucinatory-terrain,
